scheme_code,age,gender,state,education_level,marks_percent,family_income,nirf_rank,qs_rank,has_admission_offer,is_pwd,pwd_percent,ocr_caste_ok,ocr_income_ok,ocr_academic_ok,merit_score,decision
BVOBC,23,male,Mizoram,12th,95.7,267000.0,88,999,1,0,0,1,1,1,73.28,Ineligible
ARG45,33,female,Karnataka,phd,51.3,111000.0,250,999,0,0,0,1,1,0,58.52,Ineligible
BVOBC,22,female,Odisha,bachelors,69.4,316000.0,85,999,1,0,0,1,1,1,67.76,Ineligible
BVOBC,18,female,Sikkim,12th,71.9,123000.0,85,999,1,0,0,1,1,1,73.76,Eligible
BPVGK,15,male,Madhya Pradesh,10th,45.3,316000.0,999,999,1,0,0,1,1,1,46.12,Ineligible
BPVGK,17,male,Telangana,10th,87.8,242000.0,999,999,1,0,0,0,1,1,63.12,Ineligible
BVOBC,17,male,Manipur,bachelors,52.5,356000.0,110,999,1,0,0,1,0,1,49.0,Ineligible
ARG45,24,male,Tamil Nadu,phd,77.8,449000.0,2,999,1,0,0,1,1,1,71.12,Eligible
BPVGK,16,female,Sikkim,10th,88.9,312000.0,999,999,1,0,0,1,1,1,68.56,Ineligible
BVOBC,17,male,Tamil Nadu,12th,45.3,82000.0,59,999,1,0,0,1,1,1,58.12,Ineligible
ARG45,27,male,Kerala,phd,61.0,502000.0,88,999,1,0,0,1,1,1,54.4,Eligible
BVOBC,19,male,Odisha,12th,69.6,113000.0,85,999,1,0,0,1,0,1,67.84,Borderline
AZKMI,28,male,Rajasthan,postdoc,52.3,722000.0,999,8,1,0,0,1,1,1,55.92,Ineligible
BVOBC,23,male,Gujarat,bachelors,50.7,356000.0,95,999,1,0,0,1,1,1,55.28,Ineligible
BVOBC,21,male,Madhya Pradesh,12th,85.0,68000.0,78,999,1,0,0,1,1,1,74.0,Eligible
AZKMI,35,female,Kerala,postdoc,71.7,909000.0,999,3,0,0,0,1,1,1,68.68,Ineligible
BVOBC,21,male,Karnataka,12th,56.1,170000.0,95,999,1,0,0,1,1,1,62.44,Eligible
BVOBC,23,male,Manipur,bachelors,77.6,312000.0,72,999,1,0,0,1,1,1,66.04,Ineligible
BPVGK,14,male,Odisha,10th,58.2,308000.0,999,999,1,0,0,1,1,1,51.28,Ineligible
BVOBC,20,male,Gujarat,12th,79.0,125000.0,250,999,1,0,0,1,0,0,64.6,Borderline
AZKMI,38,other,Telangana,postdoc,53.2,104000.0,999,21,1,0,0,1,1,1,71.28,Ineligible
BVOBC,21,male,Meghalaya,12th,50.1,171000.0,59,999,1,0,0,0,1,1,60.04,Ineligible
BVOBC,24,female,Sikkim,bachelors,80.2,50000.0,3,999,1,0,0,1,1,1,87.08,Eligible
ARG45,26,female,Telangana,masters,57.7,169000.0,1,999,1,0,0,1,1,1,78.08,Eligible
BVOBC,23,female,Rajasthan,bachelors,51.4,329000.0,2,999,1,0,0,1,1,1,70.56,Ineligible
A023B,23,male,Sikkim,bachelors,65.7,86000.0,78,999,1,0,0,1,0,1,66.28,Borderline
A023B,20,male,Kerala,masters,68.0,119000.0,5,999,0,0,0,1,1,0,77.2,Ineligible
BVOBC,18,female,Odisha,bachelors,94.2,259000.0,85,999,1,0,0,1,1,1,77.68,Ineligible
BVOBC,21,male,Mizoram,12th,66.4,74000.0,110,999,1,0,0,1,1,1,59.56,Eligible
BPVGK,15,female,Tamil Nadu,10th,49.2,317000.0,999,999,1,0,0,1,1,0,52.68,Ineligible
A023B,20,male,Assam,bachelors,89.5,217000.0,250,999,1,0,0,1,1,1,63.8,Ineligible
ARG45,24,female,Maharashtra,masters,69.2,859000.0,88,999,1,0,0,1,1,1,57.68,Eligible
BVOBC,17,male,Assam,12th,84.3,307000.0,5,999,1,0,0,1,1,1,78.72,Ineligible
ARG45,29,male,Kerala,phd,56.0,584000.0,2,999,1,0,0,1,1,1,62.4,Eligible
BPVGK,17,female,Meghalaya,10th,84.1,325000.0,999,999,1,0,0,1,1,1,66.64,Ineligible
AZKMI,23,female,Mizoram,postdoc,50.6,193000.0,999,22,1,0,0,0,1,1,75.24,Ineligible
BPVGK,17,male,Tamil Nadu,10th,70.2,109000.0,999,999,1,0,0,1,1,1,61.08,Eligible
ARG45,32,male,Jharkhand,phd,84.4,787000.0,5,999,1,0,0,1,1,1,68.76,Eligible
BVOBC,21,male,Tripura,12th,80.7,175000.0,5,999,1,0,0,1,1,1,82.28,Eligible
BVOBC,20,female,Jharkhand,bachelors,53.8,326000.0,1,999,1,0,0,0,1,1,71.52,Ineligible
ARG45,26,female,Assam,phd,92.5,831000.0,85,999,1,0,0,1,1,1,67.0,Eligible
ARG45,33,female,Manipur,masters,79.7,681000.0,110,999,1,0,0,1,1,1,54.88,Eligible
BPVGK,16,male,Meghalaya,10th,74.5,83000.0,999,999,1,0,0,0,1,1,62.8,Ineligible
ARG45,30,female,Telangana,masters,87.0,338000.0,1,999,1,0,0,1,1,1,84.8,Eligible
A023B,18,male,Tripura,masters,96.7,489000.0,59,999,1,0,0,0,0,1,68.68,Borderline
BVOBC,20,female,Maharashtra,bachelors,49.0,249000.0,6,999,1,0,0,1,1,1,69.6,Ineligible
A023B,18,female,Manipur,bachelors,75.7,585000.0,1,999,1,0,0,1,0,1,75.28,Borderline
BPVGK,16,male,Maharashtra,10th,59.7,195000.0,999,999,1,0,0,1,1,1,56.88,Eligible
BPVGK,15,female,Mizoram,10th,59.7,174000.0,999,999,1,0,0,1,1,1,61.88,Eligible
A023B,21,female,Arunachal Pradesh,masters,91.4,767000.0,3,999,1,0,0,0,1,1,76.56,Ineligible
BVOBC,24,female,Sikkim,12th,56.7,308000.0,2,999,1,0,0,1,1,1,72.68,Ineligible
BVOBC,22,female,Andhra Pradesh,bachelors,60.0,393000.0,2,999,1,0,0,1,1,1,74.0,Ineligible
BVOBC,20,male,Karnataka,12th,55.7,246000.0,78,999,1,0,0,1,1,1,57.28,Eligible
ARG45,24,female,Gujarat,phd,72.0,670000.0,72,999,1,0,0,1,1,1,58.8,Eligible
BVOBC,17,female,Madhya Pradesh,12th,70.0,322000.0,250,999,1,0,0,1,1,1,61.0,Ineligible
ARG45,24,male,Odisha,phd,89.0,776000.0,3,999,1,0,0,1,1,1,70.6,Eligible
BVOBC,18,male,Andhra Pradesh,bachelors,68.9,141000.0,72,999,1,0,0,1,1,1,67.56,Eligible
AZKMI,25,male,Telangana,masters,73.1,348000.0,999,4,1,0,0,0,1,1,74.24,Ineligible
BVOBC,19,male,Madhya Pradesh,12th,56.5,369000.0,2,999,1,0,0,1,1,1,67.6,Ineligible
AZKMI,34,female,Chhattisgarh,postdoc,82.5,618000.0,999,4,1,0,0,1,1,1,73.0,Ineligible
BVOBC,21,male,Maharashtra,12th,93.3,141000.0,2,999,1,0,0,1,1,1,87.32,Eligible
A023B,22,male,Madhya Pradesh,masters,60.9,723000.0,3,999,1,0,0,1,1,1,59.36,Ineligible
AZKMI,23,female,Andhra Pradesh,phd,76.1,626000.0,999,22,1,0,0,1,1,1,70.44,Ineligible
A023B,24,female,Arunachal Pradesh,bachelors,88.9,474000.0,6,999,1,0,0,1,1,1,80.56,Eligible
ARG45,25,female,Manipur,phd,53.3,718000.0,1,999,1,1,48,1,1,1,66.32,Ineligible
AZKMI,22,female,Madhya Pradesh,postdoc,54.1,590000.0,999,1,1,0,0,0,0,1,66.64,Ineligible
A023B,24,female,Jharkhand,bachelors,55.2,693000.0,1,999,1,0,0,1,1,1,62.08,Ineligible
AZKMI,34,male,Kerala,postdoc,60.8,753000.0,999,4,1,0,0,1,1,1,59.32,Ineligible
ARG45,36,female,Odisha,masters,53.4,609000.0,250,999,1,1,69,1,1,1,49.36,Ineligible
BVOBC,20,female,Karnataka,bachelors,47.5,94000.0,78,999,1,0,0,1,1,1,64.0,Ineligible
BVOBC,22,male,Manipur,12th,80.0,184000.0,2,999,1,0,0,1,1,1,82.0,Eligible
BVOBC,17,male,Arunachal Pradesh,bachelors,89.5,274000.0,250,999,1,0,0,1,0,1,63.8,Ineligible
BVOBC,20,male,Arunachal Pradesh,bachelors,64.7,75000.0,2,999,1,0,0,1,1,1,75.88,Eligible
BPVGK,15,female,Telangana,10th,52.0,84000.0,999,999,1,0,0,1,1,1,58.8,Eligible
A023B,19,female,Kerala,bachelors,78.9,334000.0,1,999,1,0,0,1,1,1,81.56,Eligible
ARG45,34,female,Maharashtra,phd,92.1,579000.0,88,999,1,0,0,1,0,1,71.84,Borderline
BVOBC,18,female,Tamil Nadu,12th,72.6,89000.0,95,999,1,0,0,1,1,1,74.04,Eligible
BVOBC,18,female,Arunachal Pradesh,bachelors,54.6,85000.0,2,999,1,0,0,1,1,1,76.84,Eligible
AZKMI,21,female,Tamil Nadu,masters,52.3,658000.0,999,2,1,0,0,1,1,1,60.92,Ineligible
BVOBC,17,male,Telangana,bachelors,74.1,249000.0,2,999,1,0,0,1,1,1,74.64,Eligible
A023B,25,female,Odisha,bachelors,74.7,226000.0,3,999,1,0,0,1,1,1,79.88,Eligible
BPVGK,16,male,Gujarat,10th,81.8,48000.0,999,999,1,0,0,1,1,1,65.72,Eligible
ARG45,22,female,Telangana,masters,66.0,83000.0,5,999,1,0,0,0,1,1,81.4,Ineligible
BVOBC,22,male,Madhya Pradesh,bachelors,57.4,285000.0,3,999,1,0,0,1,0,1,67.96,Ineligible
ARG45,23,female,Maharashtra,phd,54.1,529000.0,59,999,1,1,77,1,1,1,61.64,Ineligible
ARG45,32,male,Sikkim,masters,78.1,323000.0,2,999,1,0,0,1,1,1,76.24,Eligible
ARG45,29,female,Chhattisgarh,phd,60.6,786000.0,65,999,1,0,0,1,1,1,54.24,Eligible
AZKMI,35,female,Maharashtra,phd,57.3,952000.0,999,37,1,0,0,1,1,0,62.92,Ineligible
BPVGK,17,male,Odisha,10th,45.7,310000.0,999,999,1,0,0,1,1,1,46.28,Ineligible
A023B,22,female,Mizoram,masters,81.7,790000.0,2,999,1,0,0,1,1,0,72.68,Ineligible
BPVGK,14,male,Meghalaya,10th,57.0,236000.0,999,999,1,0,0,1,1,1,50.8,Eligible
ARG45,32,female,Mizoram,masters,88.3,542000.0,65,999,1,0,0,0,1,1,70.32,Ineligible
AZKMI,34,male,Andhra Pradesh,phd,74.3,107000.0,999,1,1,0,0,1,1,1,79.72,Eligible
BPVGK,15,female,Arunachal Pradesh,10th,78.5,138000.0,999,999,1,0,0,1,1,1,69.4,Eligible
ARG45,23,female,Telangana,masters,84.0,434000.0,65,999,1,0,0,1,1,1,68.6,Eligible
BVOBC,17,female,Mizoram,12th,45.4,147000.0,1,999,1,0,0,1,1,1,73.16,Ineligible
BVOBC,23,male,Telangana,12th,70.3,167000.0,1,999,1,1,80,1,1,1,83.12,Eligible
ARG45,25,male,Jharkhand,phd,90.3,604000.0,78,999,1,0,0,1,1,1,61.12,Eligible
BVOBC,22,male,Gujarat,12th,47.0,206000.0,59,999,1,0,0,1,1,1,53.8,Ineligible
AZKMI,25,female,Sikkim,masters,61.7,142000.0,999,37,0,0,0,1,1,1,79.68,Ineligible
BPVGK,15,female,Telangana,10th,88.3,313000.0,999,999,1,0,0,1,1,1,68.32,Ineligible
A023B,22,male,Chhattisgarh,masters,78.8,301000.0,2,999,1,0,0,1,1,1,76.52,Eligible
BVOBC,23,female,Maharashtra,bachelors,94.3,62000.0,140,999,1,0,0,1,1,1,75.72,Eligible
A023B,18,male,Rajasthan,bachelors,90.8,425000.0,59,999,1,0,0,1,1,1,66.32,Eligible
AZKMI,29,male,Meghalaya,postdoc,54.9,462000.0,999,37,1,0,0,1,1,1,61.96,Ineligible
ARG45,27,male,Mizoram,masters,89.0,534000.0,6,999,1,0,0,1,0,1,75.6,Borderline
ARG45,26,female,Andhra Pradesh,masters,51.9,887000.0,5,999,1,0,0,1,1,1,60.76,Ineligible
ARG45,22,female,Gujarat,masters,50.7,591000.0,3,999,0,0,0,1,1,1,65.28,Ineligible
AZKMI,35,female,Chhattisgarh,phd,91.4,843000.0,999,4,0,0,0,1,1,1,76.56,Ineligible
BVOBC,17,female,Tamil Nadu,12th,56.1,233000.0,5,999,1,1,79,1,1,1,77.44,Eligible
BVOBC,20,male,Manipur,bachelors,57.5,89000.0,1,999,1,0,0,1,0,1,73.0,Borderline
ARG45,26,male,Rajasthan,phd,91.5,883000.0,1,999,1,0,0,1,1,1,71.6,Eligible
BVOBC,23,female,Rajasthan,bachelors,77.4,151000.0,88,999,1,0,0,1,1,1,75.96,Eligible
BVOBC,22,male,Tamil Nadu,12th,45.3,41000.0,65,999,1,0,0,1,1,1,58.12,Ineligible
AZKMI,25,female,Arunachal Pradesh,postdoc,70.6,107000.0,999,650,1,1,52,1,1,1,68.24,Ineligible
BVOBC,21,male,Assam,12th,60.1,344000.0,3,999,1,0,0,1,1,1,69.04,Ineligible
ARG45,33,female,Nagaland,masters,61.0,168000.0,59,999,1,0,0,0,1,1,69.4,Ineligible
AZKMI,29,female,Tamil Nadu,masters,77.0,228000.0,999,37,1,0,0,1,1,1,80.8,Eligible
BVOBC,23,female,Odisha,12th,65.1,82000.0,2,999,1,0,0,1,1,1,81.04,Eligible
A023B,25,male,Andhra Pradesh,masters,86.5,358000.0,5,999,1,0,0,1,1,1,79.6,Eligible
A023B,23,male,Arunachal Pradesh,masters,88.1,512000.0,6,999,1,0,0,1,1,1,75.24,Eligible
ARG45,35,female,Karnataka,masters,84.7,545000.0,72,999,1,0,0,1,1,1,68.88,Eligible
A023B,22,female,Odisha,masters,75.0,313000.0,2,999,1,0,0,1,1,1,80.0,Eligible
AZKMI,36,female,Mizoram,masters,92.8,719000.0,999,2,0,0,0,1,1,1,77.12,Ineligible
ARG45,34,female,Assam,masters,93.7,151000.0,2,999,1,0,0,0,1,1,92.48,Ineligible
AZKMI,38,female,Nagaland,masters,90.9,975000.0,999,37,1,0,0,1,1,1,76.36,Ineligible
ARG45,24,male,Telangana,phd,72.7,546000.0,88,999,0,0,0,1,1,1,59.08,Ineligible
ARG45,32,female,Gujarat,masters,53.0,363000.0,140,999,0,0,0,1,1,1,54.2,Ineligible
A023B,18,female,Arunachal Pradesh,masters,74.1,443000.0,140,999,1,0,0,1,1,1,57.64,Ineligible
A023B,20,male,Telangana,bachelors,81.6,538000.0,59,999,1,1,49,0,1,1,67.64,Ineligible
BPVGK,16,female,Mizoram,10th,91.5,247000.0,999,999,1,0,0,1,1,0,69.6,Borderline
BPVGK,15,male,Arunachal Pradesh,10th,75.0,102000.0,999,999,1,0,0,1,1,1,63.0,Eligible
BPVGK,15,female,Madhya Pradesh,10th,82.8,332000.0,999,999,1,0,0,1,1,1,66.12,Ineligible
ARG45,27,female,Sikkim,phd,80.7,280000.0,3,999,1,0,0,1,1,1,82.28,Eligible
A023B,21,female,Gujarat,bachelors,82.0,436000.0,3,999,1,0,0,1,1,1,77.8,Eligible
BPVGK,17,female,Manipur,10th,89.9,319000.0,999,999,1,0,0,1,1,1,68.96,Ineligible
ARG45,32,female,Kerala,masters,51.1,148000.0,78,999,1,0,0,1,1,1,65.44,Ineligible
AZKMI,37,female,Nagaland,postdoc,86.5,908000.0,999,8,1,0,0,1,1,1,74.6,Ineligible
ARG45,24,male,Jharkhand,phd,93.1,431000.0,1,999,1,0,0,1,1,0,77.24,Borderline
ARG45,34,male,Kerala,masters,86.2,433000.0,110,999,1,0,0,1,1,1,57.48,Eligible
BVOBC,19,male,Assam,12th,53.9,383000.0,140,999,1,0,0,1,1,1,49.56,Ineligible
A023B,19,male,Odisha,bachelors,75.9,741000.0,65,999,1,0,0,1,1,1,55.36,Ineligible
ARG45,33,female,Nagaland,phd,56.0,81000.0,1,999,1,0,0,1,1,1,77.4,Eligible
BVOBC,17,male,Tripura,bachelors,80.1,372000.0,110,999,1,0,0,1,0,1,60.04,Ineligible
A023B,23,female,Meghalaya,masters,82.0,114000.0,5,999,1,0,0,1,1,1,87.8,Eligible
ARG45,32,female,Maharashtra,masters,64.8,722000.0,1,999,0,0,0,1,1,1,65.92,Ineligible
BPVGK,16,male,Gujarat,10th,75.0,329000.0,999,999,1,0,0,1,1,1,58.0,Ineligible
AZKMI,29,male,Tamil Nadu,phd,85.1,490000.0,999,21,0,1,52,1,1,1,79.04,Ineligible
BVOBC,18,male,Kerala,bachelors,90.2,234000.0,140,999,1,1,71,1,0,1,69.08,Borderline
A023B,19,female,Nagaland,bachelors,91.6,301000.0,5,999,1,0,0,1,1,1,86.64,Eligible
BVOBC,24,male,Mizoram,12th,85.3,342000.0,65,999,1,0,0,1,1,1,69.12,Ineligible
A023B,20,male,Jharkhand,bachelors,90.9,209000.0,65,999,1,0,0,1,1,1,71.36,Eligible
BPVGK,17,female,Assam,10th,63.0,85000.0,999,999,1,0,0,0,1,1,63.2,Ineligible
ARG45,36,female,Nagaland,phd,94.6,93000.0,6,999,1,0,0,0,1,1,92.84,Ineligible
ARG45,27,male,Andhra Pradesh,phd,91.2,190000.0,95,999,1,0,0,1,1,1,76.48,Eligible
AZKMI,35,female,Karnataka,phd,70.0,449000.0,999,650,1,0,0,1,1,1,53.0,Ineligible
BVOBC,20,male,Rajasthan,12th,54.5,98000.0,78,999,1,0,0,1,1,1,61.8,Eligible
BPVGK,14,male,Assam,10th,45.9,107000.0,999,999,1,0,0,1,1,1,51.36,Ineligible
ARG45,23,female,Karnataka,masters,56.8,657000.0,6,999,1,0,0,1,0,1,62.72,Borderline
BPVGK,16,female,Andhra Pradesh,10th,65.5,142000.0,999,999,1,0,0,0,1,1,64.2,Ineligible
BVOBC,17,female,Karnataka,12th,78.2,140000.0,59,999,1,1,57,1,1,1,81.28,Eligible
ARG45,33,female,Tripura,phd,74.4,874000.0,5,999,1,0,0,1,1,1,69.76,Eligible
AZKMI,25,female,Odisha,phd,69.7,737000.0,999,1,1,1,62,1,1,1,72.88,Ineligible
ARG45,24,female,Madhya Pradesh,masters,90.9,888000.0,1,999,1,0,0,1,1,1,76.36,Eligible
BPVGK,14,female,Manipur,10th,51.6,118000.0,999,999,1,0,0,1,1,1,58.64,Eligible
A023B,23,female,Maharashtra,bachelors,64.7,604000.0,6,999,1,0,0,1,1,1,65.88,Ineligible
BVOBC,17,female,Mizoram,bachelors,65.2,378000.0,1,999,1,0,0,1,0,1,76.08,Ineligible
AZKMI,24,male,Andhra Pradesh,phd,71.5,157000.0,999,4,1,0,0,1,1,1,78.6,Eligible
BPVGK,16,female,Odisha,10th,79.6,286000.0,999,999,1,0,0,1,1,1,64.84,Ineligible
AZKMI,21,female,Assam,masters,76.2,763000.0,999,21,1,0,0,1,1,1,70.48,Ineligible
BVOBC,18,male,Gujarat,12th,46.6,128000.0,3,999,1,0,0,0,1,1,68.64,Ineligible
A023B,24,male,Telangana,bachelors,74.0,689000.0,78,999,1,0,0,1,1,1,54.6,Ineligible
A023B,22,male,Madhya Pradesh,bachelors,83.2,593000.0,5,999,1,0,0,1,1,0,73.28,Borderline
ARG45,28,male,Madhya Pradesh,masters,67.9,260000.0,110,999,1,0,0,1,1,1,55.16,Eligible
A023B,18,male,Arunachal Pradesh,masters,96.4,358000.0,3,999,1,0,0,1,1,1,83.56,Eligible
ARG45,33,male,Arunachal Pradesh,masters,58.7,520000.0,3,999,1,0,0,1,1,1,63.48,Eligible
A023B,24,female,Sikkim,bachelors,80.7,427000.0,65,999,1,0,0,1,1,1,67.28,Eligible
AZKMI,38,female,Gujarat,masters,63.6,219000.0,999,2,1,0,0,1,1,1,75.44,Ineligible
AZKMI,25,female,Tamil Nadu,postdoc,82.6,854000.0,999,37,1,0,0,1,1,1,73.04,Ineligible
BVOBC,17,female,Telangana,12th,45.0,110000.0,2,999,1,0,0,1,1,1,73.0,Ineligible
A023B,21,female,Manipur,bachelors,60.0,301000.0,85,999,1,0,0,1,1,1,64.0,Eligible
BVOBC,21,male,Tripura,12th,82.4,215000.0,95,999,1,0,0,1,1,1,67.96,Eligible
BVOBC,23,male,Chhattisgarh,12th,87.0,376000.0,2,999,1,0,0,1,1,1,79.8,Ineligible
AZKMI,31,female,Manipur,postdoc,72.0,315000.0,999,8,1,0,0,1,1,1,78.8,Eligible
AZKMI,36,male,Mizoram,masters,88.2,341000.0,999,1,1,0,0,1,1,1,80.28,Ineligible
A023B,19,male,Jharkhand,masters,87.5,467000.0,2,999,1,0,0,0,1,1,75.0,Ineligible
AZKMI,33,male,Tripura,phd,65.1,644000.0,999,3,1,0,0,1,1,1,61.04,Ineligible
BVOBC,20,male,Arunachal Pradesh,bachelors,94.8,391000.0,95,999,1,0,0,1,1,1,72.92,Ineligible
A023B,22,female,Karnataka,masters,90.7,189000.0,1,999,1,0,0,1,1,1,91.28,Eligible
ARG45,28,male,Odisha,masters,86.1,601000.0,65,999,1,0,0,1,1,1,59.44,Eligible
BVOBC,17,male,Odisha,bachelors,51.7,277000.0,88,999,1,0,0,1,1,1,55.68,Ineligible
BVOBC,24,female,Jharkhand,bachelors,90.2,245000.0,2,999,1,0,0,1,1,1,86.08,Eligible
BVOBC,23,female,Kerala,12th,78.2,147000.0,6,999,1,0,0,1,0,1,86.28,Borderline
A023B,21,male,Meghalaya,masters,55.0,786000.0,3,999,0,0,0,1,0,1,57.0,Ineligible
BVOBC,17,female,Arunachal Pradesh,bachelors,68.4,117000.0,1,999,1,0,0,1,1,1,82.36,Eligible
A023B,18,female,Odisha,bachelors,73.7,481000.0,140,999,1,0,0,1,1,1,57.48,Ineligible
ARG45,22,female,Telangana,phd,65.7,442000.0,72,999,1,0,0,1,1,1,61.28,Eligible
A023B,20,female,Arunachal Pradesh,bachelors,88.3,298000.0,2,999,1,0,0,1,1,1,85.32,Eligible
AZKMI,31,female,Chhattisgarh,masters,86.2,603000.0,999,3,1,0,0,1,1,1,74.48,Ineligible
ARG45,25,male,Odisha,masters,56.7,477000.0,78,999,1,0,0,1,1,1,52.68,Eligible
ARG45,24,male,Arunachal Pradesh,phd,51.2,766000.0,95,999,1,1,49,1,1,1,50.48,Ineligible
A023B,23,male,Manipur,masters,85.2,355000.0,65,999,1,0,0,1,1,1,69.08,Eligible
A023B,21,male,Rajasthan,masters,95.7,453000.0,6,999,0,0,0,1,1,1,78.28,Ineligible
BVOBC,23,male,Madhya Pradesh,12th,68.3,150000.0,85,999,1,0,0,1,1,0,67.32,Borderline
BPVGK,16,female,Madhya Pradesh,10th,70.2,287000.0,999,999,1,0,0,1,1,1,61.08,Ineligible
BVOBC,17,male,Maharashtra,bachelors,50.9,132000.0,65,999,1,0,0,1,1,1,60.36,Eligible
ARG45,25,male,Odisha,masters,54.5,586000.0,1,999,0,0,0,1,1,1,61.8,Ineligible
BVOBC,19,female,Madhya Pradesh,bachelors,81.6,384000.0,3,999,1,0,0,1,1,1,82.64,Ineligible
A023B,25,female,Arunachal Pradesh,masters,72.2,383000.0,85,999,1,0,0,1,1,1,68.88,Eligible
BPVGK,14,female,Karnataka,10th,58.6,120000.0,999,999,1,0,0,1,1,1,61.44,Eligible
AZKMI,22,male,Maharashtra,phd,82.3,355000.0,999,2,1,0,0,1,0,1,77.92,Borderline
ARG45,26,male,Sikkim,masters,89.3,137000.0,78,999,1,0,0,1,1,1,75.72,Eligible
BPVGK,16,female,Karnataka,10th,70.9,339000.0,999,999,1,0,0,1,1,1,61.36,Ineligible
A023B,21,female,Sikkim,masters,82.0,658000.0,6,999,1,0,0,1,1,1,72.8,Ineligible
A023B,19,female,Mizoram,bachelors,71.3,772000.0,88,999,1,0,0,1,1,1,58.52,Ineligible
A023B,21,female,Andhra Pradesh,masters,86.0,180000.0,110,999,1,0,0,1,1,1,72.4,Ineligible
AZKMI,30,male,Karnataka,postdoc,81.0,178000.0,999,22,1,0,0,1,1,1,82.4,Eligible
BVOBC,20,female,Assam,12th,62.9,215000.0,1,999,1,0,0,1,1,1,75.16,Eligible
AZKMI,31,female,Nagaland,postdoc,54.0,641000.0,999,32,0,0,0,1,1,1,61.6,Ineligible
BVOBC,17,male,Mizoram,12th,49.5,52000.0,5,999,1,0,0,1,1,0,69.8,Ineligible
BVOBC,24,male,Nagaland,bachelors,76.4,317000.0,6,999,1,0,0,1,1,1,75.56,Ineligible
A023B,24,male,Jharkhand,bachelors,94.5,213000.0,59,999,1,0,0,1,1,1,72.8,Eligible
BVOBC,22,male,Mizoram,bachelors,49.9,399000.0,140,999,1,1,56,1,1,1,52.96,Ineligible
A023B,19,male,Andhra Pradesh,masters,94.3,749000.0,85,999,1,0,0,1,1,1,62.72,Ineligible
ARG45,35,female,Jharkhand,masters,74.0,737000.0,140,999,1,0,0,1,1,1,52.6,Eligible
ARG45,31,male,Andhra Pradesh,phd,76.9,597000.0,5,999,1,0,0,1,1,1,70.76,Eligible
A023B,21,male,Tamil Nadu,masters,63.5,733000.0,110,999,1,0,0,1,1,1,43.4,Ineligible
AZKMI,26,male,Tripura,phd,68.7,189000.0,999,3,1,0,0,1,1,1,77.48,Eligible
ARG45,36,female,Assam,phd,85.2,504000.0,250,999,0,1,51,1,1,1,67.08,Ineligible
ARG45,31,male,Nagaland,phd,86.7,194000.0,250,999,1,0,0,1,1,1,67.68,Eligible
ARG45,27,female,Meghalaya,masters,88.1,463000.0,59,999,1,0,0,1,1,1,70.24,Eligible
BVOBC,24,male,Kerala,12th,82.1,124000.0,6,999,1,0,0,1,1,1,82.84,Eligible
AZKMI,34,female,Madhya Pradesh,postdoc,92.3,303000.0,999,21,1,0,0,1,1,1,86.92,Eligible
ARG45,22,female,Jharkhand,masters,87.4,90000.0,85,999,1,0,0,1,1,1,79.96,Eligible
ARG45,34,female,Karnataka,masters,74.8,878000.0,85,999,1,0,0,1,1,1,59.92,Eligible
BPVGK,15,female,Tripura,10th,61.8,319000.0,999,999,1,0,0,1,1,1,57.72,Ineligible
BVOBC,19,female,Meghalaya,bachelors,56.1,87000.0,110,999,1,0,0,1,1,1,60.44,Eligible
AZKMI,32,female,Sikkim,masters,92.8,119000.0,999,37,1,0,0,1,1,1,92.12,Eligible
BVOBC,23,female,Sikkim,bachelors,54.2,284000.0,250,999,1,0,0,1,1,1,54.68,Ineligible
AZKMI,27,female,Nagaland,postdoc,50.7,680000.0,999,1,1,0,0,1,0,1,60.28,Ineligible
ARG45,26,female,Manipur,masters,57.0,511000.0,59,999,1,0,0,1,1,1,57.8,Eligible
ARG45,35,female,Sikkim,phd,67.9,674000.0,5,999,1,1,42,1,1,1,72.16,Eligible
BVOBC,19,male,Maharashtra,12th,90.1,46000.0,3,999,1,0,0,1,1,1,86.04,Eligible
BVOBC,17,female,Mizoram,bachelors,91.9,382000.0,65,999,1,0,0,1,1,1,76.76,Ineligible
BPVGK,15,male,Odisha,10th,67.3,218000.0,999,999,1,0,0,1,1,1,54.92,Eligible
ARG45,25,female,Sikkim,masters,69.6,539000.0,2,999,1,0,0,1,1,1,72.84,Eligible
ARG45,22,male,Sikkim,masters,81.5,105000.0,5,999,1,0,0,0,1,1,82.6,Ineligible
A023B,22,female,Andhra Pradesh,masters,93.9,478000.0,140,999,1,0,0,1,1,1,65.56,Ineligible
BPVGK,14,female,Karnataka,10th,78.4,169000.0,999,999,1,0,0,1,1,1,69.36,Eligible
BVOBC,24,male,Andhra Pradesh,bachelors,84.0,146000.0,140,999,1,0,0,1,1,1,66.6,Eligible
BVOBC,17,female,Telangana,12th,75.0,323000.0,2,999,1,0,0,1,1,1,80.0,Ineligible
AZKMI,36,female,Kerala,masters,66.5,104000.0,999,4,1,1,44,1,1,1,86.6,Ineligible
A023B,20,female,Madhya Pradesh,masters,97.7,426000.0,3,999,1,0,0,1,1,1,84.08,Eligible
AZKMI,35,female,Jharkhand,masters,56.3,540000.0,999,8,1,0,0,0,1,1,67.52,Ineligible
A023B,25,male,Madhya Pradesh,bachelors,88.1,389000.0,1,999,1,0,0,1,1,1,80.24,Eligible
